Customer ID,Size,Color,Season,Category,email_engagement_status,activation_status,Previous Purchases,Purchase Amount (USD),Discount Applied,Promo Code Used,Frequency of Purchases,Age,Cluster
2202,l,peach,spring,clothing,not_click,,10,25,no,no,annually,39,0
2206,xl,red,fall,clothing,clicked,only_searched,27,68,no,no,weekly,46,1
2207,l,green,spring,footwear,not_click,,25,51,no,no,fortnightly,46,2
2209,xl,violet,summer,accessories,not_click,,23,46,no,no,monthly,28,0
2211,m,orange,summer,accessories,clicked,added_to_cart,35,25,no,no,fortnightly,30,2
2212,l,purple,winter,clothing,not_click,,45,89,no,no,every 3 months,50,1
2213,m,brown,winter,clothing,clicked,only_searched,22,77,no,no,quarterly,59,3
2217,xl,silver,winter,clothing,clicked,purchased,15,36,no,no,bi-weekly,41,0
2220,s,purple,fall,clothing,not_click,,16,91,no,no,fortnightly,33,3
2223,m,teal,summer,clothing,not_click,,30,66,no,no,weekly,32,1
2224,m,gray,fall,footwear,clicked,only_searched,5,65,no,no,quarterly,30,3
2226,s,olive,spring,accessories,clicked,added_to_cart,18,64,no,no,annually,38,3
2229,m,green,fall,accessories,not_click,,5,50,no,no,weekly,54,0
2231,s,teal,spring,footwear,not_open,not_activated,33,36,no,no,fortnightly,52,2
2232,m,beige,fall,outerwear,clicked,purchased,1,49,no,no,weekly,34,0
2234,xl,gray,summer,clothing,clicked,only_searched,48,31,no,no,monthly,38,2
2235,s,yellow,winter,footwear,clicked,purchased,26,66,no,no,weekly,35,3
2236,m,gray,spring,clothing,clicked,only_searched,44,82,no,no,annually,40,1
2238,s,black,summer,footwear,not_click,,31,34,no,no,every 3 months,45,2
2239,l,beige,winter,footwear,clicked,only_searched,18,84,no,no,weekly,40,3
2240,l,indigo,summer,accessories,not_click,,41,96,no,no,every 3 months,42,1
2244,m,teal,winter,clothing,not_click,,13,21,no,no,annually,56,0
2247,m,cyan,fall,outerwear,clicked,purchased,39,96,no,no,every 3 months,49,1
2248,l,teal,summer,accessories,clicked,added_to_cart,18,37,no,no,annually,34,0
2250,xl,indigo,spring,accessories,clicked,added_to_cart,29,45,no,no,weekly,42,2
2251,l,pink,summer,footwear,not_click,,19,89,no,no,weekly,41,3
2253,s,maroon,summer,footwear,clicked,only_searched,21,96,no,no,annually,48,3
2257,m,turquoise,fall,clothing,not_click,,33,22,no,no,quarterly,31,2
2258,l,olive,fall,clothing,clicked,only_searched,6,32,no,no,annually,41,0
2262,l,gold,spring,accessories,not_open,not_activated,12,76,no,no,fortnightly,58,3
2264,xl,green,winter,accessories,clicked,only_searched,42,40,no,no,quarterly,44,2
2266,xl,yellow,fall,outerwear,not_click,,10,94,no,no,quarterly,36,3
2268,s,blue,spring,accessories,clicked,purchased,37,49,no,no,weekly,32,2
2270,m,yellow,fall,clothing,not_click,,27,38,no,no,annually,49,2
2271,l,purple,spring,clothing,clicked,purchased,7,72,no,no,weekly,27,3
2272,m,green,summer,clothing,clicked,only_searched,49,99,no,no,quarterly,29,1
2273,l,charcoal,spring,outerwear,not_click,,44,38,no,no,monthly,29,2
2275,l,turquoise,spring,clothing,not_open,not_activated,38,27,no,no,fortnightly,57,2
2282,xl,maroon,summer,clothing,clicked,added_to_cart,41,27,no,no,annually,28,2
2284,s,black,winter,accessories,clicked,added_to_cart,34,45,no,no,fortnightly,44,2
2286,l,pink,summer,accessories,clicked,purchased,38,100,no,no,every 3 months,34,1
2289,m,orange,fall,accessories,not_click,,50,91,no,no,weekly,28,1
2291,l,magenta,winter,footwear,clicked,purchased,23,48,no,no,quarterly,37,0
2292,m,indigo,spring,outerwear,not_click,,13,30,no,no,quarterly,28,0
2293,s,beige,spring,clothing,clicked,added_to_cart,31,34,no,no,monthly,43,2
2294,l,green,fall,clothing,clicked,only_searched,16,68,no,no,every 3 months,37,3
2295,m,red,winter,accessories,not_open,not_activated,40,95,no,no,annually,54,1
2297,m,green,fall,accessories,not_open,not_activated,50,88,no,no,every 3 months,46,1
2299,l,cyan,spring,accessories,clicked,purchased,10,87,no,no,every 3 months,40,3
2302,l,turquoise,winter,clothing,not_open,not_activated,21,20,no,no,annually,37,0
2303,l,pink,summer,accessories,not_open,not_activated,38,39,no,no,monthly,36,2
2305,l,silver,winter,clothing,clicked,only_searched,9,73,no,no,fortnightly,26,3
2307,l,silver,winter,accessories,clicked,only_searched,8,78,no,no,bi-weekly,27,3
2308,l,green,fall,clothing,clicked,only_searched,30,96,no,no,annually,28,1
2311,m,cyan,spring,accessories,clicked,added_to_cart,15,68,no,no,monthly,30,3
2312,l,gold,spring,footwear,clicked,added_to_cart,10,28,no,no,every 3 months,27,0
2315,xl,brown,winter,accessories,clicked,only_searched,12,95,no,no,every 3 months,42,3
2318,m,purple,summer,outerwear,clicked,only_searched,28,34,no,no,monthly,47,2
2321,m,olive,spring,footwear,not_click,,9,55,no,no,every 3 months,28,0
2322,m,beige,winter,footwear,clicked,only_searched,27,31,no,no,fortnightly,50,2
2323,s,lavender,spring,outerwear,clicked,only_searched,21,84,no,no,fortnightly,39,3
2325,l,brown,winter,outerwear,clicked,purchased,19,28,no,no,annually,59,0
2329,m,maroon,fall,clothing,not_click,,29,36,no,no,bi-weekly,45,2
2330,s,teal,spring,accessories,clicked,purchased,42,97,no,no,annually,49,1
2333,xl,olive,fall,accessories,clicked,purchased,10,53,no,no,monthly,36,0
2334,m,beige,spring,clothing,clicked,only_searched,1,77,no,no,every 3 months,33,3
2335,l,green,summer,footwear,clicked,purchased,7,79,no,no,monthly,49,3
2336,m,black,summer,outerwear,not_click,,10,37,no,no,fortnightly,31,0
2338,s,violet,fall,footwear,clicked,added_to_cart,5,76,no,no,annually,39,3
2342,l,teal,summer,outerwear,clicked,only_searched,22,31,no,no,every 3 months,56,0
2345,xl,lavender,fall,footwear,not_open,not_activated,14,92,no,no,bi-weekly,34,3
2346,s,orange,winter,clothing,clicked,added_to_cart,23,32,no,no,every 3 months,28,0
2348,s,gray,fall,accessories,clicked,purchased,46,64,no,no,every 3 months,37,1
2349,m,orange,spring,footwear,clicked,added_to_cart,16,84,no,no,every 3 months,54,3
2351,m,turquoise,winter,footwear,not_click,,21,26,no,no,annually,57,0
2355,m,blue,summer,clothing,not_click,,27,78,no,no,monthly,56,1
2357,m,gray,summer,accessories,clicked,only_searched,27,58,no,no,quarterly,57,2
2358,l,cyan,fall,clothing,clicked,only_searched,40,67,no,no,bi-weekly,53,1
2359,l,pink,spring,clothing,clicked,only_searched,38,93,no,no,quarterly,53,1
2361,l,silver,fall,accessories,clicked,only_searched,27,80,no,no,every 3 months,49,1
2363,m,brown,fall,clothing,clicked,only_searched,24,41,no,no,monthly,27,0
2366,s,peach,winter,footwear,clicked,only_searched,32,91,no,no,monthly,52,1
2367,l,brown,winter,footwear,not_click,,32,66,no,no,fortnightly,30,1
2369,m,lavender,summer,accessories,clicked,only_searched,6,38,no,no,every 3 months,29,0
2371,m,black,spring,footwear,clicked,only_searched,38,71,no,no,weekly,51,1
2373,xl,silver,spring,footwear,clicked,only_searched,9,39,no,no,fortnightly,50,0
2374,m,gray,spring,clothing,clicked,only_searched,21,20,no,no,every 3 months,37,0
2378,l,magenta,fall,clothing,clicked,purchased,22,94,no,no,annually,44,3
2379,l,teal,summer,accessories,not_open,not_activated,37,71,no,no,bi-weekly,26,1
2380,m,peach,spring,accessories,not_open,not_activated,22,77,no,no,monthly,40,3
2381,m,black,fall,accessories,not_open,not_activated,36,66,no,no,fortnightly,41,1
2386,m,brown,fall,accessories,clicked,purchased,12,31,no,no,weekly,41,0
2388,m,gold,summer,accessories,not_open,not_activated,14,95,no,no,monthly,36,3
2392,m,black,winter,clothing,clicked,purchased,31,74,no,no,quarterly,42,1
2393,l,silver,spring,clothing,clicked,added_to_cart,36,62,no,no,annually,40,1
2394,m,brown,winter,clothing,clicked,only_searched,38,97,no,no,every 3 months,58,1
2395,l,peach,fall,footwear,clicked,only_searched,23,47,no,no,fortnightly,40,0
2397,m,olive,spring,clothing,clicked,purchased,20,82,no,no,weekly,38,3
2398,l,black,fall,accessories,not_click,,41,26,no,no,monthly,37,2
2403,m,brown,winter,accessories,clicked,only_searched,31,89,no,no,weekly,45,1
2405,l,cyan,winter,clothing,clicked,purchased,23,33,no,no,bi-weekly,28,0
2408,m,beige,summer,clothing,not_click,,11,38,no,no,bi-weekly,52,0
2410,l,yellow,spring,accessories,not_click,,47,37,no,no,every 3 months,26,2
2412,m,cyan,summer,clothing,not_open,not_activated,35,96,no,no,every 3 months,49,1
2413,m,pink,winter,outerwear,clicked,only_searched,8,51,no,no,bi-weekly,53,0
2415,m,lavender,summer,clothing,clicked,only_searched,14,26,no,no,bi-weekly,26,0
2417,s,black,summer,footwear,clicked,only_searched,26,83,no,no,every 3 months,59,1
2420,m,blue,fall,clothing,clicked,only_searched,11,40,no,no,every 3 months,26,0
2421,s,green,winter,outerwear,not_click,,28,87,no,no,annually,41,1
2423,m,peach,winter,accessories,not_open,not_activated,45,82,no,no,weekly,30,1
2424,m,purple,summer,accessories,not_open,not_activated,7,81,no,no,every 3 months,49,3
2425,m,peach,winter,accessories,clicked,purchased,28,57,no,no,bi-weekly,49,2
2428,m,purple,spring,outerwear,not_click,,45,26,no,no,quarterly,27,2
2430,xl,maroon,summer,footwear,not_click,,47,57,no,no,fortnightly,57,2
2432,s,olive,fall,clothing,clicked,added_to_cart,27,73,no,no,every 3 months,34,1
2433,m,peach,winter,outerwear,clicked,added_to_cart,43,66,no,no,monthly,59,1
2434,m,blue,spring,clothing,not_click,,16,73,no,no,bi-weekly,54,3
2437,m,yellow,fall,clothing,clicked,purchased,38,24,no,no,quarterly,52,2
2438,xl,magenta,winter,footwear,clicked,purchased,34,59,no,no,weekly,43,2
2439,s,cyan,winter,clothing,not_open,not_activated,30,20,no,no,weekly,32,2
2441,m,red,spring,clothing,clicked,added_to_cart,47,90,no,no,annually,31,1
2442,m,black,fall,accessories,not_open,not_activated,5,36,no,no,monthly,45,0
2445,s,gold,fall,accessories,clicked,added_to_cart,15,65,no,no,bi-weekly,47,3
2447,l,peach,spring,clothing,clicked,purchased,7,65,no,no,monthly,38,3
2448,l,peach,fall,clothing,not_click,,10,47,no,no,fortnightly,59,0
2450,s,violet,fall,outerwear,not_open,not_activated,31,56,no,no,fortnightly,26,2
2455,m,magenta,winter,accessories,not_click,,33,72,no,no,annually,32,1
2457,m,green,winter,clothing,not_click,,5,83,no,no,monthly,59,3
2458,m,maroon,fall,accessories,clicked,purchased,23,37,no,no,quarterly,53,0
2462,l,red,summer,accessories,clicked,only_searched,19,86,no,no,weekly,28,3
2471,xl,pink,fall,clothing,not_click,,29,72,no,no,fortnightly,55,1
2472,m,gray,spring,footwear,not_click,,1,83,no,no,annually,30,3
2474,m,red,winter,clothing,not_open,not_activated,28,98,no,no,quarterly,57,1
2480,s,olive,fall,clothing,not_open,not_activated,26,98,no,no,every 3 months,37,1
2484,s,teal,fall,clothing,not_open,not_activated,8,96,no,no,monthly,32,3
2486,m,beige,spring,clothing,not_click,,37,55,no,no,annually,43,2
2488,l,violet,spring,footwear,clicked,purchased,16,21,no,no,bi-weekly,57,0
2491,m,gray,spring,clothing,clicked,purchased,5,78,no,no,every 3 months,52,3
2493,s,silver,summer,accessories,not_open,not_activated,34,96,no,no,bi-weekly,50,1
2495,s,peach,winter,footwear,clicked,purchased,26,27,no,no,annually,42,0
2496,xl,orange,spring,accessories,clicked,only_searched,34,37,no,no,every 3 months,40,2
2498,m,violet,summer,accessories,clicked,added_to_cart,28,40,no,no,annually,35,2
2500,l,pink,summer,clothing,clicked,purchased,2,73,no,no,quarterly,52,3
2501,m,violet,fall,accessories,clicked,purchased,32,84,no,no,bi-weekly,59,1
2502,m,violet,fall,clothing,not_open,not_activated,30,94,no,no,bi-weekly,49,1
2503,l,pink,spring,clothing,clicked,only_searched,17,47,no,no,every 3 months,46,0
2508,m,cyan,fall,footwear,clicked,purchased,32,36,no,no,every 3 months,58,2
2511,l,purple,winter,outerwear,clicked,only_searched,48,42,no,no,weekly,40,2
2512,m,cyan,summer,accessories,clicked,only_searched,1,33,no,no,quarterly,54,0
2513,m,green,summer,clothing,clicked,purchased,20,63,no,no,monthly,50,3
2515,l,teal,spring,accessories,not_open,not_activated,45,37,no,no,bi-weekly,42,2
2517,xl,brown,spring,clothing,clicked,only_searched,36,73,no,no,quarterly,46,1
2520,l,magenta,spring,outerwear,clicked,only_searched,21,90,no,no,quarterly,40,3
2522,m,magenta,fall,accessories,not_open,not_activated,18,33,no,no,every 3 months,29,0
2524,s,cyan,spring,accessories,not_click,,21,24,no,no,annually,43,0
2526,m,purple,winter,clothing,not_click,,20,72,no,no,weekly,39,3
2527,s,peach,spring,clothing,clicked,added_to_cart,30,28,no,no,bi-weekly,47,2
2529,s,peach,fall,accessories,not_open,not_activated,31,47,no,no,monthly,52,2
2532,m,violet,summer,footwear,clicked,added_to_cart,7,28,no,no,every 3 months,43,0
2533,s,charcoal,summer,clothing,clicked,only_searched,4,86,no,no,weekly,55,3
2538,m,purple,summer,outerwear,clicked,only_searched,30,49,no,no,fortnightly,44,2
2540,m,purple,fall,footwear,clicked,purchased,24,73,no,no,bi-weekly,33,3
2548,m,beige,summer,outerwear,clicked,added_to_cart,16,97,no,no,weekly,47,3
2549,l,pink,winter,accessories,clicked,added_to_cart,34,63,no,no,monthly,42,1
2551,xl,peach,fall,footwear,not_click,,30,52,no,no,fortnightly,53,2
2552,m,maroon,winter,footwear,not_click,,40,32,no,no,annually,29,2
2555,m,gray,summer,accessories,not_click,,49,68,no,no,bi-weekly,51,1
2559,m,silver,fall,clothing,clicked,purchased,24,32,no,no,fortnightly,49,0
2560,s,green,winter,accessories,not_click,,21,71,no,no,every 3 months,48,3
2561,m,violet,spring,footwear,clicked,added_to_cart,17,62,no,no,bi-weekly,58,3
2562,l,magenta,spring,clothing,not_click,,22,20,no,no,quarterly,32,0
2563,xl,yellow,spring,clothing,clicked,only_searched,27,62,no,no,fortnightly,57,1
2565,l,indigo,winter,accessories,not_click,,27,90,no,no,weekly,42,1
2569,xl,green,winter,clothing,not_click,,29,98,no,no,fortnightly,52,1
2570,m,charcoal,spring,clothing,not_click,,10,75,no,no,bi-weekly,42,3
2571,xl,olive,spring,footwear,clicked,added_to_cart,12,27,no,no,fortnightly,36,0
2572,l,black,winter,accessories,not_open,not_activated,48,27,no,no,fortnightly,45,2
2573,m,silver,fall,clothing,not_open,not_activated,40,42,no,no,quarterly,54,2
2575,m,brown,summer,accessories,clicked,purchased,26,63,no,no,fortnightly,27,3
2576,m,silver,fall,clothing,clicked,only_searched,9,96,no,no,annually,53,3
2579,m,purple,fall,accessories,not_click,,3,48,no,no,quarterly,54,0
2581,s,turquoise,summer,clothing,clicked,purchased,13,29,no,no,quarterly,43,0
2585,l,blue,summer,clothing,clicked,only_searched,26,30,no,no,bi-weekly,26,0
2588,m,purple,winter,accessories,clicked,purchased,29,29,no,no,every 3 months,55,2
2589,m,peach,summer,accessories,not_click,,38,49,no,no,bi-weekly,44,2
2590,m,silver,winter,clothing,clicked,purchased,31,53,no,no,annually,52,2
2592,s,olive,spring,outerwear,clicked,purchased,40,61,no,no,quarterly,40,1
2594,s,indigo,fall,clothing,not_click,,9,36,no,no,every 3 months,36,0
2595,l,indigo,fall,clothing,not_open,not_activated,25,81,no,no,every 3 months,59,1
2605,m,beige,spring,clothing,clicked,only_searched,6,54,no,no,weekly,47,0
2606,m,white,spring,clothing,not_open,not_activated,32,93,no,no,fortnightly,41,1
2608,xl,teal,spring,footwear,clicked,only_searched,38,36,no,no,every 3 months,41,2
2616,m,maroon,fall,clothing,clicked,only_searched,6,62,no,no,quarterly,49,3
2618,s,maroon,spring,clothing,not_click,,29,97,no,no,annually,31,1
2624,m,gold,fall,footwear,clicked,added_to_cart,38,76,no,no,annually,49,1
2626,l,cyan,summer,clothing,clicked,only_searched,31,51,no,no,weekly,30,2
2627,xl,silver,fall,outerwear,not_click,,30,46,no,no,every 3 months,50,2
2631,s,pink,spring,clothing,not_click,,20,82,no,no,quarterly,29,3
2632,s,violet,summer,clothing,not_click,,3,44,no,no,weekly,53,0
2635,s,black,summer,footwear,not_open,not_activated,20,58,no,no,every 3 months,26,0
2637,s,magenta,winter,outerwear,not_click,,6,40,no,no,annually,41,0
2641,l,olive,summer,clothing,clicked,added_to_cart,45,75,no,no,bi-weekly,30,1
2643,l,peach,summer,accessories,clicked,only_searched,48,87,no,no,annually,39,1
2644,s,silver,spring,accessories,clicked,only_searched,37,41,no,no,monthly,49,2
2647,s,lavender,summer,clothing,clicked,purchased,4,56,no,no,every 3 months,33,0
2649,m,gray,spring,clothing,clicked,purchased,14,84,no,no,bi-weekly,51,3
2652,m,cyan,summer,footwear,clicked,only_searched,27,43,no,no,quarterly,51,2
2656,m,gray,summer,accessories,not_click,,2,83,no,no,fortnightly,26,3
2657,l,yellow,winter,clothing,not_open,not_activated,29,76,no,no,fortnightly,52,1
2658,m,pink,summer,clothing,not_click,,7,81,no,no,fortnightly,52,3
2659,xl,indigo,summer,accessories,not_click,,39,47,no,no,monthly,52,2
2660,l,gray,summer,footwear,not_open,not_activated,46,35,no,no,fortnightly,35,2
2664,l,silver,fall,footwear,clicked,only_searched,23,52,no,no,annually,46,0
2667,s,brown,winter,footwear,not_click,,14,95,no,no,fortnightly,49,3
2668,m,orange,summer,footwear,clicked,purchased,31,47,no,no,fortnightly,48,2
2670,l,teal,spring,accessories,clicked,only_searched,31,28,no,no,weekly,39,2
2671,m,yellow,fall,accessories,not_click,,26,44,no,no,bi-weekly,30,2
2672,xl,gray,winter,footwear,clicked,only_searched,41,64,no,no,every 3 months,37,1
2673,m,maroon,spring,footwear,clicked,purchased,13,28,no,no,annually,56,0
2677,m,maroon,spring,accessories,clicked,purchased,3,77,no,no,fortnightly,43,3
2679,m,magenta,spring,accessories,not_open,not_activated,34,91,no,no,bi-weekly,33,1
2680,s,yellow,spring,clothing,not_open,not_activated,7,68,no,no,quarterly,53,3
2681,l,indigo,fall,clothing,not_click,,21,37,no,no,annually,44,0
2683,l,maroon,winter,footwear,clicked,added_to_cart,5,65,no,no,every 3 months,59,3
2686,m,gray,winter,footwear,clicked,only_searched,49,25,no,no,quarterly,56,2
2690,m,orange,fall,clothing,not_click,,47,35,no,no,quarterly,29,2
2691,l,yellow,summer,accessories,clicked,purchased,18,32,no,no,weekly,44,0
2692,l,blue,winter,clothing,not_open,not_activated,48,25,no,no,monthly,43,2
2693,xl,violet,spring,footwear,clicked,only_searched,18,90,no,no,every 3 months,40,3
2694,l,lavender,summer,footwear,clicked,purchased,46,70,no,no,quarterly,55,1
2697,m,white,spring,outerwear,not_click,,12,20,no,no,monthly,57,0
2698,l,red,winter,outerwear,clicked,only_searched,36,52,no,no,quarterly,42,2
2699,m,magenta,summer,clothing,not_open,not_activated,34,57,no,no,quarterly,55,2
2702,l,silver,summer,clothing,clicked,only_searched,18,30,no,no,fortnightly,49,0
2704,xl,olive,winter,accessories,not_click,,34,42,no,no,weekly,56,2
2715,s,olive,winter,clothing,clicked,only_searched,16,45,no,no,bi-weekly,53,0
2717,l,black,spring,footwear,not_click,,21,40,no,no,weekly,47,0
2721,m,peach,spring,accessories,clicked,only_searched,45,52,no,no,quarterly,55,2
2724,xl,brown,summer,footwear,clicked,purchased,3,49,no,no,every 3 months,54,0
2725,m,brown,spring,footwear,clicked,only_searched,11,91,no,no,fortnightly,52,3
2728,l,charcoal,winter,clothing,clicked,purchased,47,87,no,no,fortnightly,40,1
2729,m,pink,winter,clothing,not_click,,17,28,no,no,weekly,26,0
2730,s,violet,summer,accessories,not_click,,32,71,no,no,monthly,31,1
2732,m,red,summer,accessories,clicked,only_searched,44,33,no,no,quarterly,52,2
2734,m,magenta,summer,accessories,not_open,not_activated,46,83,no,no,annually,31,1
2736,m,yellow,spring,clothing,not_open,not_activated,2,29,no,no,bi-weekly,46,0
2737,m,pink,spring,clothing,not_click,,45,25,no,no,annually,44,2
2738,s,indigo,spring,accessories,clicked,purchased,35,76,no,no,every 3 months,57,1
2739,m,charcoal,summer,footwear,clicked,purchased,39,81,no,no,every 3 months,50,1
2743,m,black,spring,footwear,clicked,purchased,47,86,no,no,annually,27,1
2747,m,orange,fall,clothing,not_open,not_activated,21,25,no,no,every 3 months,39,0
2751,l,pink,spring,footwear,not_open,not_activated,26,66,no,no,every 3 months,51,1
2752,s,indigo,fall,clothing,not_click,,50,52,no,no,monthly,27,2
2753,s,peach,winter,clothing,clicked,added_to_cart,30,64,no,no,bi-weekly,48,1
2755,l,gold,summer,accessories,clicked,purchased,21,61,no,no,bi-weekly,59,3
2756,m,indigo,winter,accessories,not_open,not_activated,18,97,no,no,annually,59,3
2758,xl,brown,fall,accessories,clicked,only_searched,11,98,no,no,monthly,39,3
2759,m,purple,summer,clothing,clicked,added_to_cart,8,98,no,no,bi-weekly,32,3
2762,m,purple,fall,footwear,not_click,,3,82,no,no,every 3 months,31,3
2768,m,green,spring,clothing,not_click,,31,95,no,no,monthly,31,1
2770,l,lavender,fall,clothing,not_open,not_activated,13,89,no,no,weekly,32,3
2771,s,blue,fall,footwear,not_open,not_activated,22,44,no,no,quarterly,50,0
2772,s,beige,summer,outerwear,clicked,purchased,12,52,no,no,fortnightly,58,0
2774,s,maroon,spring,clothing,clicked,added_to_cart,45,98,no,no,quarterly,39,1
2775,l,yellow,fall,footwear,clicked,purchased,42,40,no,no,quarterly,56,2
2776,l,red,fall,clothing,not_click,,16,25,no,no,weekly,37,0
2777,l,green,fall,accessories,clicked,added_to_cart,6,62,no,no,annually,46,3
2778,m,magenta,fall,clothing,clicked,only_searched,28,24,no,no,every 3 months,52,2
2781,m,charcoal,winter,footwear,not_open,not_activated,29,70,no,no,fortnightly,33,1
2783,s,cyan,spring,accessories,clicked,only_searched,30,34,no,no,annually,41,2
2787,m,violet,spring,accessories,not_open,not_activated,41,51,no,no,every 3 months,54,2
2788,xl,pink,spring,footwear,not_click,,4,79,no,no,fortnightly,36,3
2792,m,yellow,fall,accessories,clicked,only_searched,14,60,no,no,fortnightly,43,3
2793,l,violet,winter,clothing,clicked,only_searched,11,44,no,no,weekly,54,0
2794,m,silver,spring,footwear,clicked,added_to_cart,27,57,no,no,bi-weekly,37,2
2795,m,gold,fall,outerwear,clicked,purchased,7,24,no,no,fortnightly,33,0
2797,m,red,winter,outerwear,not_open,not_activated,21,73,no,no,annually,55,3
2799,xl,red,winter,clothing,not_click,,37,20,no,no,weekly,52,2
2807,l,purple,spring,clothing,clicked,purchased,50,39,no,no,annually,45,2
2808,m,charcoal,spring,clothing,clicked,purchased,10,100,no,no,fortnightly,56,3
2809,m,beige,spring,clothing,not_open,not_activated,45,62,no,no,every 3 months,49,1
2811,m,purple,summer,clothing,clicked,purchased,10,31,no,no,fortnightly,27,0
2814,s,maroon,summer,clothing,not_open,not_activated,39,50,no,no,quarterly,45,2
2815,l,gold,winter,clothing,not_open,not_activated,14,32,no,no,monthly,31,0
2819,m,turquoise,fall,clothing,clicked,only_searched,12,73,no,no,annually,46,3
2821,l,yellow,summer,accessories,clicked,purchased,5,89,no,no,bi-weekly,26,3
2824,m,olive,summer,clothing,not_open,not_activated,47,63,no,no,bi-weekly,26,1
2827,l,brown,fall,accessories,clicked,only_searched,23,43,no,no,annually,32,0
2830,xl,teal,fall,accessories,clicked,added_to_cart,47,67,no,no,weekly,56,1
2832,l,pink,winter,clothing,not_click,,4,53,no,no,weekly,34,0
2835,m,indigo,fall,outerwear,clicked,only_searched,17,43,no,no,weekly,39,0
2836,s,pink,winter,clothing,clicked,added_to_cart,7,84,no,no,annually,33,3
2837,m,charcoal,winter,clothing,clicked,purchased,21,50,no,no,bi-weekly,51,0
2839,m,blue,fall,outerwear,clicked,only_searched,2,50,no,no,weekly,51,0
2843,l,green,fall,outerwear,clicked,only_searched,48,100,no,no,quarterly,28,1
2844,m,white,summer,clothing,not_click,,41,26,no,no,weekly,51,2
2846,l,lavender,summer,accessories,clicked,only_searched,39,77,no,no,every 3 months,26,1
2847,xl,black,fall,clothing,clicked,purchased,15,36,no,no,bi-weekly,50,0
2850,m,gold,spring,outerwear,clicked,only_searched,27,25,no,no,bi-weekly,56,2
2851,m,silver,spring,clothing,not_click,,36,79,no,no,annually,57,1
2852,l,teal,summer,clothing,not_click,,42,73,no,no,monthly,58,1
2853,m,magenta,spring,accessories,not_open,not_activated,30,71,no,no,weekly,40,1
2854,m,magenta,winter,accessories,clicked,purchased,9,48,no,no,weekly,37,0
2856,m,maroon,winter,clothing,clicked,added_to_cart,33,38,no,no,quarterly,29,2
2858,s,maroon,spring,clothing,clicked,only_searched,35,93,no,no,monthly,44,1
2859,l,teal,summer,clothing,clicked,only_searched,46,87,no,no,monthly,34,1
2861,m,gold,spring,clothing,not_click,,49,38,no,no,weekly,28,2
2864,m,yellow,fall,clothing,clicked,purchased,18,56,no,no,monthly,37,0
2865,s,maroon,fall,clothing,clicked,purchased,31,43,no,no,weekly,58,2
2866,m,silver,fall,clothing,clicked,added_to_cart,27,97,no,no,fortnightly,28,1
2867,s,violet,summer,clothing,clicked,purchased,19,75,no,no,annually,54,3
2870,m,white,summer,clothing,clicked,added_to_cart,16,58,no,no,weekly,57,0
2871,m,blue,winter,accessories,clicked,purchased,49,34,no,no,every 3 months,47,2
2874,m,teal,spring,clothing,clicked,purchased,8,40,no,no,monthly,44,0
2875,l,silver,summer,clothing,not_click,,2,29,no,no,annually,36,0
2878,m,silver,summer,clothing,not_click,,34,46,no,no,monthly,32,2
2882,m,cyan,winter,accessories,clicked,added_to_cart,6,90,no,no,annually,38,3
2883,l,gold,winter,clothing,clicked,only_searched,23,51,no,no,bi-weekly,59,0
2885,m,purple,summer,footwear,clicked,purchased,47,50,no,no,every 3 months,55,2
2887,l,blue,spring,accessories,not_click,,29,33,no,no,weekly,42,2
2891,m,violet,winter,clothing,clicked,only_searched,23,55,no,no,monthly,39,0
2892,xl,black,winter,clothing,clicked,added_to_cart,10,73,no,no,monthly,47,3
2900,m,gold,spring,footwear,not_click,,22,64,no,no,fortnightly,50,3
2901,xl,violet,winter,clothing,clicked,only_searched,23,67,no,no,bi-weekly,41,3
2903,s,orange,spring,footwear,not_click,,19,32,no,no,bi-weekly,27,0
2904,s,teal,spring,accessories,clicked,only_searched,24,39,no,no,every 3 months,38,0
2905,m,gray,spring,footwear,not_click,,43,41,no,no,monthly,41,2
2906,l,black,winter,accessories,not_open,not_activated,14,53,no,no,fortnightly,58,0
2907,m,indigo,spring,outerwear,clicked,only_searched,7,27,no,no,annually,58,0
2909,m,beige,winter,clothing,not_click,,15,87,no,no,every 3 months,43,3
2911,m,blue,summer,accessories,not_open,not_activated,41,32,no,no,monthly,32,2
2912,xl,orange,fall,clothing,not_click,,34,38,no,no,quarterly,28,2
2913,m,yellow,winter,footwear,not_open,not_activated,27,37,no,no,bi-weekly,48,2
2915,m,yellow,fall,clothing,clicked,only_searched,1,72,no,no,bi-weekly,45,3
2918,xl,white,winter,clothing,not_open,not_activated,50,45,no,no,annually,58,2
2924,m,magenta,spring,clothing,clicked,added_to_cart,12,70,no,no,quarterly,28,3
2925,l,indigo,winter,clothing,not_open,not_activated,37,64,no,no,every 3 months,47,1
2928,m,black,summer,clothing,clicked,only_searched,15,24,no,no,bi-weekly,45,0
2929,l,yellow,spring,accessories,clicked,only_searched,17,80,no,no,weekly,40,3
2930,xl,white,winter,clothing,clicked,purchased,42,53,no,no,fortnightly,31,2
2931,m,orange,spring,clothing,not_click,,14,50,no,no,monthly,38,0
2932,m,magenta,fall,accessories,not_click,,49,31,no,no,bi-weekly,36,2
2934,m,brown,summer,accessories,clicked,only_searched,28,52,no,no,monthly,27,2
2936,xl,gray,spring,footwear,clicked,added_to_cart,11,27,no,no,weekly,58,0
